sku_id,name,frame_shape,material,color,price_point,current_stock,projected_demand_90d,gap,recommended_qty,urgency_score,urgency_band,estimated_cost_usd,estimated_margin_usd,margin_pct,preferred_supplier,supplier_risk_band,lead_time_days,demand_signal_drivers,similar_alternatives,confidence_score
SKU0212,Acetate Oversized 212,round,tr90,rose_gold,mid,576,49.3,0.0,49,0.1161,low,2848.37,4315.83,74.7,SUP010,high,76,['supplier_risk'],"['SKU0024', 'SKU0108', 'SKU0001']",0.6441
SKU0188,Tr90 Round 188,cat_eye,aluminium,black,budget,1344,44.54,0.0,57,0.1157,low,1176.48,1970.64,68.6,SUP006,medium,49,['standard_replenishment'],"['SKU0039', 'SKU0016', 'SKU0112']",0.6251
SKU0224,Aluminium Cat Eye 224,oval,titanium,tortoise,luxury,1619,70.47,0.0,66,0.1152,low,23253.78,27345.31,61.7,SUP015,medium,84,['standard_replenishment'],"['SKU0107', 'SKU0127', 'SKU0133']",0.6431
SKU0206,Tr90 Round 206,square,aluminium,clear,budget,589,38.26,0.0,47,0.1147,low,1388.38,2316.15,72.1,SUP004,high,94,['supplier_risk'],"['SKU0026', 'SKU0071', 'SKU0128']",0.6624
SKU0108,Acetate Square 108,round,tr90,green,budget,1006,51.41,0.0,56,0.1145,low,2473.52,2386.01,59.3,SUP005,medium,62,['supplier_risk'],"['SKU0131', 'SKU0041', 'SKU0212']",0.6402
SKU0121,Titanium Cat Eye 121,rectangle,tr90,brown,mid,1745,50.52,0.0,62,0.1143,low,4487.56,5591.17,64.7,SUP010,high,76,['supplier_risk'],"['SKU0075', 'SKU0004', 'SKU0019']",0.5849
SKU0151,Aluminium Oval 151,square,stainless_steel,navy,premium,1369,24.419999999999998,0.0,60,0.1132,low,4723.2,5609.79,69.8,SUP023,high,37,['supplier_risk'],"['SKU0032', 'SKU0106', 'SKU0116']",0.5836
SKU0071,Titanium Oversized 71,cat_eye,aluminium,tortoise,budget,763,70.55,0.0,52,0.113,low,1490.84,2438.56,72.3,SUP002,medium,53,['supplier_risk'],"['SKU0272', 'SKU0279', 'SKU0104']",0.6501
SKU0227,Acetate Aviator 227,rectangle,acetate,silver,budget,811,3.8800000000000003,0.0,50,0.1118,low,2161.0,2911.45,63.1,SUP016,medium,82,['standard_replenishment'],"['SKU0111', 'SKU0170', 'SKU0059']",0.6701
SKU0294,Wood Oval 294,round,tr90,gold,budget,878,36.089999999999996,0.0,56,0.1116,low,1388.24,2422.15,73.0,SUP005,medium,62,['supplier_risk'],"['SKU0060', 'SKU0115', 'SKU0109']",0.6543
SKU0129,Acetate Round 129,rectangle,wood,silver,budget,1065,10.06,0.0,60,0.1116,low,1105.2,1376.48,65.9,SUP005,medium,62,['supplier_risk'],"['SKU0190', 'SKU0254', 'SKU0172']",0.6431
SKU0075,Stainless_Steel Wayfarer 75,rectangle,wood,brown,budget,1559,64.06,0.0,61,0.1115,low,1373.72,1851.72,63.1,SUP011,medium,59,['standard_replenishment'],"['SKU0121', 'SKU0219', 'SKU0050']",0.6329
SKU0089,Titanium Cat Eye 89,wayfarer,titanium,red,budget,660,8.05,0.0,52,0.1115,low,1213.68,963.31,60.0,SUP002,medium,53,['supplier_risk'],"['SKU0064', 'SKU0296', 'SKU0069']",0.6455
SKU0145,Tr90 Oversized 145,oval,aluminium,gold,mid,1013,65.18,0.0,54,0.1114,low,2946.78,3594.62,64.8,SUP010,high,76,['supplier_risk'],"['SKU0055', 'SKU0083', 'SKU0156']",0.6327
SKU0183,Titanium Rectangle 183,square,wood,tortoise,mid,915,50.129999999999995,0.0,55,0.1101,low,3683.9,4363.79,65.9,SUP002,medium,53,['supplier_risk'],"['SKU0093', 'SKU0221', 'SKU0208']",0.6422
SKU0080,Acetate Rectangle 80,cat_eye,stainless_steel,green,premium,885,69.26,0.0,57,0.1095,low,7962.9,9689.86,67.7,SUP003,medium,56,['supplier_risk'],"['SKU0256', 'SKU0260', 'SKU0110']",0.6484
SKU0062,Titanium Cat Eye 62,round,wood,rose_gold,mid,723,58.0,0.0,55,0.1092,low,3186.15,2824.75,57.3,SUP008,medium,87,['standard_replenishment'],"['SKU0180', 'SKU0091', 'SKU0098']",0.676
SKU0135,Acetate Oversized 135,square,titanium,silver,mid,1333,9.51,0.0,63,0.1089,low,2067.66,3566.51,73.8,SUP004,high,94,['supplier_risk'],"['SKU0229', 'SKU0014', 'SKU0007']",0.624
SKU0128,Aluminium Rectangle 128,oversized,aluminium,navy,budget,1118,37.28,0.0,58,0.1089,low,1670.4,2866.27,73.7,SUP004,high,94,['supplier_risk'],"['SKU0279', 'SKU0071', 'SKU0084']",0.6289
SKU0119,Stainless_Steel Square 119,aviator,acetate,brown,mid,677,32.55,0.0,51,0.1081,low,2829.48,3526.02,61.9,SUP012,medium,76,['standard_replenishment'],"['SKU0013', 'SKU0103', 'SKU0004']",0.6899
SKU0107,Titanium Rectangle 107,oval,stainless_steel,tortoise,mid,1292,61.93,0.0,67,0.1051,low,4293.36,4902.69,59.2,SUP008,medium,87,['standard_replenishment'],"['SKU0127', 'SKU0187', 'SKU0198']",0.6842
SKU0205,Wood Wayfarer 205,round,acetate,black,budget,745,35.480000000000004,0.0,51,0.1048,low,1212.78,2485.22,72.5,SUP020,medium,99,['standard_replenishment'],"['SKU0052', 'SKU0074', 'SKU0103']",0.6834
SKU0280,Tr90 Cat Eye 280,square,acetate,black,premium,889,65.44,0.0,57,0.103,low,6995.61,7031.7,63.4,SUP004,high,94,['supplier_risk'],"['SKU0020', 'SKU0233', 'SKU0014']",0.6429
SKU0169,Tr90 Wayfarer 169,oval,tr90,clear,mid,989,30.07,0.0,57,0.1021,low,2160.87,3540.8,72.8,SUP021,medium,30,['supplier_risk'],"['SKU0067', 'SKU0078', 'SKU0001']",0.6398
SKU0172,Tr90 Oversized 172,oversized,wood,silver,mid,805,54.89,0.0,55,0.1017,low,3634.95,4788.82,63.6,SUP024,low,52,['standard_replenishment'],"['SKU0046', 'SKU0129', 'SKU0190']",0.6927
SKU0158,Tr90 Cat Eye 158,oversized,acetate,navy,premium,898,7.800000000000001,0.0,58,0.1017,low,9222.58,9278.06,56.4,SUP014,low,59,['standard_replenishment'],"['SKU0186', 'SKU0238', 'SKU0114']",0.6974
SKU0045,Tr90 Round 45,wayfarer,tr90,red,premium,931,13.370000000000001,0.0,60,0.1014,low,10011.0,12401.15,62.6,SUP019,medium,67,['standard_replenishment'],"['SKU0179', 'SKU0088', 'SKU0148']",0.6889
SKU0043,Stainless_Steel Round 43,round,acetate,red,premium,729,13.459999999999999,0.0,52,0.0991,low,6081.92,10340.76,74.0,SUP021,medium,30,['supplier_risk'],"['SKU0021', 'SKU0049', 'SKU0237']",0.6529
SKU0236,Titanium Oversized 236,rectangle,acetate,green,premium,716,32.94,0.0,55,0.0982,low,6041.2,5609.54,63.7,SUP022,medium,70,['standard_replenishment'],"['SKU0012', 'SKU0233', 'SKU0235']",0.6516
SKU0130,Wood Wayfarer 130,oval,titanium,brown,mid,1121,18.32,0.0,60,0.098,low,4750.2,6766.16,64.7,SUP024,low,52,['standard_replenishment'],"['SKU0229', 'SKU0055', 'SKU0295']",0.6757
SKU0265,Titanium Square 265,rectangle,wood,brown,luxury,941,10.629999999999999,0.0,57,0.0977,low,14738.49,26236.71,72.9,SUP015,medium,84,['standard_replenishment'],"['SKU0066', 'SKU0012', 'SKU0137']",0.6562
SKU0250,Wood Wayfarer 250,cat_eye,tr90,gold,mid,1037,56.56,0.0,54,0.0975,low,4213.08,3603.67,55.8,SUP017,medium,45,['standard_replenishment'],"['SKU0041', 'SKU0138', 'SKU0125']",0.6305
SKU0208,Titanium Aviator 208,oval,wood,tortoise,premium,795,49.85,0.0,52,0.0972,low,6797.96,9410.57,71.5,SUP004,high,94,['supplier_risk'],"['SKU0223', 'SKU0183', 'SKU0157']",0.6318
SKU0251,Tr90 Oval 251,round,stainless_steel,green,premium,599,43.02,0.0,52,0.0969,low,5456.88,6886.2,71.4,SUP005,medium,62,['supplier_risk'],"['SKU0032', 'SKU0100', 'SKU0101']",0.6276
SKU0226,Titanium Cat Eye 226,oval,titanium,red,luxury,1478,105.41,0.0,67,0.0965,low,12837.2,27082.59,74.6,SUP012,medium,76,['standard_replenishment'],"['SKU0296', 'SKU0130', 'SKU0292']",0.6497
SKU0044,Titanium Aviator 44,rectangle,tr90,rose_gold,mid,804,64.37,0.0,57,0.0961,low,3336.78,4262.89,70.3,SUP022,medium,70,['standard_replenishment'],"['SKU0066', 'SKU0031', 'SKU0242']",0.6532
SKU0125,Aluminium Round 125,cat_eye,tr90,black,budget,1165,50.82,0.0,55,0.0939,low,1375.55,2093.67,72.9,SUP010,high,76,['supplier_risk'],"['SKU0041', 'SKU0138', 'SKU0250']",0.596
SKU0197,Wood Rectangle 197,wayfarer,acetate,brown,mid,1335,50.78,0.0,64,0.0937,low,2860.16,6438.97,74.6,SUP014,low,59,['standard_replenishment'],"['SKU0038', 'SKU0040', 'SKU0152']",0.6602
SKU0040,Acetate Wayfarer 40,wayfarer,aluminium,brown,premium,1088,41.7,0.0,60,0.0937,low,12286.2,12827.93,57.7,SUP014,low,59,['standard_replenishment'],"['SKU0055', 'SKU0275', 'SKU0295']",0.6765
SKU0140,Tr90 Round 140,cat_eye,wood,clear,budget,1250,35.93,0.0,61,0.0924,low,1913.57,2595.93,66.7,SUP006,medium,49,['standard_replenishment'],"['SKU0273', 'SKU0090', 'SKU0166']",0.6364
SKU0116,Aluminium Square 116,cat_eye,stainless_steel,gold,premium,1250,9.54,0.0,63,0.0924,low,5609.52,8092.02,71.3,SUP013,medium,52,['standard_replenishment'],"['SKU0141', 'SKU0143', 'SKU0080']",0.6264
SKU0166,Aluminium Rectangle 166,cat_eye,wood,rose_gold,mid,1088,30.98,0.0,62,0.0923,low,3294.06,7135.11,74.8,SUP019,medium,67,['standard_replenishment'],"['SKU0090', 'SKU0081', 'SKU0140']",0.677
SKU0194,Titanium Aviator 194,wayfarer,wood,brown,premium,1057,43.78,0.0,58,0.0914,low,5069.2,9929.43,73.4,SUP016,medium,82,['standard_replenishment'],"['SKU0064', 'SKU0275', 'SKU0096']",0.653
SKU0150,Acetate Aviator 150,aviator,stainless_steel,red,budget,757,4.49,0.0,52,0.0909,low,2025.4,1636.49,58.2,SUP009,medium,78,['standard_replenishment'],"['SKU0134', 'SKU0189', 'SKU0069']",0.6444
SKU0247,Stainless_Steel Oversized 247,oval,stainless_steel,green,mid,1135,15.65,0.0,62,0.0906,low,3488.74,5000.63,67.1,SUP012,medium,76,['standard_replenishment'],"['SKU0160', 'SKU0168', 'SKU0251']",0.6624
SKU0063,Acetate Round 63,cat_eye,acetate,red,mid,1030,71.92,0.0,56,0.0899,low,2177.28,3791.73,71.2,SUP022,medium,70,['standard_replenishment'],"['SKU0142', 'SKU0261', 'SKU0292']",0.6459
SKU0014,Acetate Cat Eye 14,square,titanium,black,premium,1246,23.33,0.0,62,0.0895,low,9472.98,6621.35,55.3,SUP013,medium,52,['standard_replenishment'],"['SKU0252', 'SKU0135', 'SKU0229']",0.6225
SKU0210,Acetate Square 210,wayfarer,stainless_steel,brown,mid,917,37.62,0.0,57,0.0885,low,3451.35,2984.91,55.2,SUP016,medium,82,['standard_replenishment'],"['SKU0179', 'SKU0256', 'SKU0255']",0.6626
SKU0122,Titanium Cat Eye 122,oversized,wood,navy,mid,1231,73.00999999999999,0.0,65,0.0879,low,2728.05,3986.38,66.3,SUP014,low,59,['standard_replenishment'],"['SKU0238', 'SKU0283', 'SKU0162']",0.6725
SKU0072,Aluminium Cat Eye 72,cat_eye,titanium,black,mid,743,22.68,0.0,53,0.0868,low,3001.39,2949.68,63.5,SUP006,medium,49,['standard_replenishment'],"['SKU0222', 'SKU0092', 'SKU0262']",0.6532
SKU0177,Tr90 Square 177,rectangle,tr90,navy,mid,866,60.65,0.0,53,0.0864,low,3479.45,4249.93,62.6,SUP024,low,52,['standard_replenishment'],"['SKU0225', 'SKU0202', 'SKU0046']",0.6641
SKU0013,Stainless_Steel Rectangle 13,aviator,aluminium,brown,mid,905,65.06,0.0,56,0.0859,low,3735.2,2865.9,55.6,SUP017,medium,45,['standard_replenishment'],"['SKU0119', 'SKU0004', 'SKU0139']",0.6496
SKU0207,Titanium Oversized 207,oversized,aluminium,tortoise,budget,939,35.86,0.0,59,0.0853,low,1650.82,1803.8,61.1,SUP011,medium,59,['standard_replenishment'],"['SKU0272', 'SKU0211', 'SKU0279']",0.6656
SKU0064,Stainless_Steel Oversized 64,wayfarer,wood,red,premium,889,30.77,0.0,54,0.0852,low,3920.4,5705.33,73.3,SUP010,high,76,['supplier_risk'],"['SKU0194', 'SKU0089', 'SKU0023']",0.6218
SKU0113,Aluminium Rectangle 113,aviator,titanium,clear,mid,1095,30.79,0.0,56,0.085,low,3046.96,2792.15,58.7,SUP001,medium,63,['standard_replenishment'],"['SKU0184', 'SKU0007', 'SKU0002']",0.6284
SKU0069,Titanium Cat Eye 69,wayfarer,stainless_steel,rose_gold,budget,918,22.18,0.0,56,0.085,low,1270.64,1828.71,69.1,SUP001,medium,63,['standard_replenishment'],"['SKU0165', 'SKU0024', 'SKU0018']",0.6524
SKU0066,Aluminium Oval 66,rectangle,wood,rose_gold,mid,1125,35.15,0.0,59,0.0824,low,4049.76,4233.93,60.6,SUP011,medium,59,['standard_replenishment'],"['SKU0044', 'SKU0265', 'SKU0007']",0.6453
SKU0120,Acetate Oval 120,oval,titanium,gold,mid,1379,49.05,0.0,66,0.0821,low,6939.24,6304.32,55.9,SUP014,low,59,['standard_replenishment'],"['SKU0007', 'SKU0053', 'SKU0078']",0.6598
SKU0073,Wood Cat Eye 73,wayfarer,titanium,navy,premium,1037,42.9,0.0,63,0.0798,low,9658.53,7824.0,55.0,SUP016,medium,82,['standard_replenishment'],"['SKU0182', 'SKU0204', 'SKU0283']",0.6668
SKU0229,Tr90 Oval 229,square,titanium,brown,mid,1007,71.78,0.0,62,0.0791,low,5803.82,5567.8,57.5,SUP014,low,59,['standard_replenishment'],"['SKU0002', 'SKU0130', 'SKU0135']",0.6746
SKU0159,Stainless_Steel Square 159,square,aluminium,black,premium,985,63.029999999999994,0.0,58,0.0771,low,6718.72,10815.95,74.0,SUP017,medium,45,['standard_replenishment'],"['SKU0118', 'SKU0162', 'SKU0014']",0.6394
SKU0209,Wood Oval 209,cat_eye,acetate,navy,budget,733,42.38,0.0,54,0.0771,low,1605.42,1720.44,64.9,SUP020,medium,99,['standard_replenishment'],"['SKU0291', 'SKU0261', 'SKU0057']",0.6564
SKU0099,Tr90 Square 99,wayfarer,acetate,gold,budget,775,49.51,0.0,53,0.0748,low,1656.25,1782.78,61.9,SUP019,medium,67,['standard_replenishment'],"['SKU0022', 'SKU0232', 'SKU0049']",0.6562
SKU0260,Aluminium Cat Eye 260,cat_eye,stainless_steel,rose_gold,mid,919,14.29,0.0,56,0.0737,low,3643.92,4185.1,64.7,SUP011,medium,59,['standard_replenishment'],"['SKU0056', 'SKU0080', 'SKU0016']",0.6407
SKU0003,Stainless_Steel Oval 3,oversized,tr90,tortoise,premium,696,55.62,0.0,49,0.0732,low,8103.62,6563.82,56.9,SUP012,medium,76,['standard_replenishment'],"['SKU0279', 'SKU0202', 'SKU0024']",0.6492
SKU0022,Acetate Wayfarer 22,wayfarer,acetate,gold,mid,872,3.6999999999999997,0.0,52,0.0728,low,3302.52,3989.13,65.2,SUP020,medium,99,['standard_replenishment'],"['SKU0070', 'SKU0099', 'SKU0196']",0.6347
SKU0010,Titanium Cat Eye 10,oval,aluminium,brown,mid,783,10.879999999999999,0.0,53,0.0718,low,2475.1,3288.84,66.2,SUP024,low,52,['standard_replenishment'],"['SKU0055', 'SKU0112', 'SKU0008']",0.668
SKU0147,Aluminium Cat Eye 147,square,titanium,rose_gold,mid,693,19.07,0.0,49,0.071,low,3838.66,4181.6,68.3,SUP004,high,94,['supplier_risk'],"['SKU0274', 'SKU0286', 'SKU0014']",0.6087
SKU0149,Acetate Cat Eye 149,oversized,tr90,red,mid,1160,22.94,0.0,57,0.0704,low,2941.77,2429.92,59.4,SUP001,medium,63,['standard_replenishment'],"['SKU0001', 'SKU0003', 'SKU0045']",0.6014
SKU0201,Wood Cat Eye 201,oversized,acetate,red,premium,1156,47.92,0.0,63,0.0695,low,10878.84,9830.56,60.2,SUP022,medium,70,['standard_replenishment'],"['SKU0238', 'SKU0035', 'SKU0126']",0.6389
SKU0189,Tr90 Oversized 189,aviator,stainless_steel,red,premium,882,71.41,0.0,55,0.0691,low,8861.05,7026.99,59.0,SUP006,medium,49,['standard_replenishment'],"['SKU0143', 'SKU0134', 'SKU0150']",0.6364
SKU0039,Tr90 Wayfarer 39,round,aluminium,black,budget,1343,70.1,0.0,62,0.0691,low,1403.06,1136.3,59.5,SUP006,medium,49,['standard_replenishment'],"['SKU0188', 'SKU0174', 'SKU0085']",0.6059
SKU0243,Stainless_Steel Wayfarer 243,oversized,acetate,navy,budget,930,61.550000000000004,0.0,57,0.069,low,2194.5,2512.75,64.6,SUP019,medium,67,['standard_replenishment'],"['SKU0238', 'SKU0103', 'SKU0128']",0.654
SKU0035,Acetate Wayfarer 35,aviator,acetate,red,mid,1046,36.5,0.0,59,0.0678,low,2102.17,3574.83,74.0,SUP011,medium,59,['standard_replenishment'],"['SKU0201', 'SKU0021', 'SKU0045']",0.6386
SKU0144,Titanium Rectangle 144,rectangle,titanium,rose_gold,mid,810,55.55,0.0,52,0.0675,low,1888.12,3115.38,75.0,SUP001,medium,63,['standard_replenishment'],"['SKU0019', 'SKU0176', 'SKU0004']",0.6281
SKU0269,Wood Square 269,wayfarer,wood,gold,budget,1303,43.92,0.0,59,0.0647,low,1205.37,1659.88,73.0,SUP009,medium,78,['standard_replenishment'],"['SKU0271', 'SKU0282', 'SKU0029']",0.5767
SKU0296,Stainless_Steel Square 296,oval,titanium,red,luxury,767,35.36,0.0,54,0.064,low,15986.7,12842.94,57.4,SUP020,medium,99,['standard_replenishment'],"['SKU0226', 'SKU0089', 'SKU0104']",0.6534
SKU0110,Tr90 Oversized 110,wayfarer,stainless_steel,clear,luxury,1542,3.54,0.0,65,0.0631,low,26915.2,32040.2,65.5,SUP024,low,52,['standard_replenishment'],"['SKU0179', 'SKU0256', 'SKU0210']",0.6165
SKU0215,Tr90 Wayfarer 215,rectangle,titanium,silver,premium,1708,12.6,0.0,68,0.0626,low,6245.8,8448.59,72.5,SUP017,medium,45,['standard_replenishment'],"['SKU0259', 'SKU0137', 'SKU0007']",0.5886
SKU0090,Aluminium Rectangle 90,cat_eye,wood,tortoise,mid,1255,54.86,0.0,63,0.0615,low,5202.54,5134.42,64.2,SUP012,medium,76,['standard_replenishment'],"['SKU0166', 'SKU0081', 'SKU0140']",0.6251
SKU0200,Wood Cat Eye 200,round,stainless_steel,black,mid,1084,47.05,0.0,62,0.0614,low,4532.2,4201.29,60.8,SUP008,medium,87,['standard_replenishment'],"['SKU0025', 'SKU0014', 'SKU0185']",0.6458
SKU0276,Acetate Rectangle 276,oversized,wood,brown,mid,1145,39.019999999999996,0.0,56,0.0591,low,4444.16,3277.0,57.2,SUP011,medium,59,['standard_replenishment'],"['SKU0096', 'SKU0194', 'SKU0219']",0.6045
SKU0293,Wood Square 293,wayfarer,aluminium,rose_gold,luxury,905,17.37,0.0,54,0.0584,low,11537.64,13594.34,70.1,SUP021,medium,30,['supplier_risk'],"['SKU0102', 'SKU0242', 'SKU0058']",0.5932
SKU0096,Acetate Cat Eye 96,oval,wood,brown,mid,938,44.96,0.0,56,0.0579,low,3568.88,3483.94,64.4,SUP022,medium,70,['standard_replenishment'],"['SKU0276', 'SKU0194', 'SKU0157']",0.6229
SKU0252,Aluminium Rectangle 252,square,tr90,black,premium,853,71.67,0.0,57,0.0574,low,4753.8,6576.06,71.0,SUP008,medium,87,['standard_replenishment'],"['SKU0014', 'SKU0178', 'SKU0001']",0.65
SKU0267,Acetate Cat Eye 267,square,stainless_steel,navy,budget,1204,62.32,0.0,58,0.0573,low,2537.5,1954.0,57.7,SUP019,medium,67,['standard_replenishment'],"['SKU0193', 'SKU0185', 'SKU0297']",0.6055
SKU0101,Aluminium Wayfarer 101,round,wood,tortoise,luxury,896,72.42,0.0,54,0.0558,low,11457.72,16084.52,70.2,SUP014,low,59,['standard_replenishment'],"['SKU0093', 'SKU0285', 'SKU0006']",0.6318
SKU0221,Stainless_Steel Square 221,square,wood,tortoise,mid,837,30.55,0.0,58,0.0557,low,3490.44,5355.45,74.0,SUP008,medium,87,['standard_replenishment'],"['SKU0183', 'SKU0031', 'SKU0087']",0.6452
SKU0049,Wood Oversized 49,wayfarer,acetate,red,premium,1021,78.63,0.0,57,0.0529,low,8734.11,8086.69,61.5,SUP014,low,59,['standard_replenishment'],"['SKU0043', 'SKU0099', 'SKU0143']",0.6286
SKU0231,Titanium Oversized 231,oval,stainless_steel,clear,budget,852,67.56,0.0,57,0.0524,low,2081.64,1983.73,62.8,SUP014,low,59,['standard_replenishment'],"['SKU0107', 'SKU0127', 'SKU0187']",0.6501
SKU0046,Stainless_Steel Round 46,oversized,wood,navy,premium,1129,51.01,0.0,56,0.0507,low,10596.32,7581.59,57.8,SUP016,medium,82,['standard_replenishment'],"['SKU0202', 'SKU0223', 'SKU0172']",0.5976
SKU0199,Aluminium Rectangle 199,oversized,acetate,black,budget,954,53.97,0.0,61,0.0469,low,1813.53,1471.79,60.5,SUP008,medium,87,['standard_replenishment'],"['SKU0214', 'SKU0005', 'SKU0036']",0.6372
SKU0193,Aluminium Aviator 193,square,stainless_steel,gold,budget,1113,13.53,0.0,58,0.044,low,1740.0,1986.69,68.6,SUP008,medium,87,['standard_replenishment'],"['SKU0267', 'SKU0263', 'SKU0185']",0.6103
SKU0021,Stainless_Steel Aviator 21,round,acetate,red,premium,884,25.53,0.0,55,0.044,low,10684.3,8171.14,59.5,SUP008,medium,87,['standard_replenishment'],"['SKU0043', 'SKU0005', 'SKU0085']",0.625
SKU0059,Wood Rectangle 59,cat_eye,titanium,silver,budget,914,30.28,0.0,51,0.0384,low,1585.08,1419.72,63.2,SUP014,low,59,['standard_replenishment'],"['SKU0094', 'SKU0028', 'SKU0176']",0.6048
SKU0134,Titanium Oversized 134,aviator,stainless_steel,red,mid,804,40.76,0.0,49,0.0252,low,3667.16,3832.17,67.3,SUP024,low,52,['standard_replenishment'],"['SKU0189', 'SKU0150', 'SKU0161']",0.5946
