sku_id,name,frame_shape,material,color,price_point,gender,season_launched,is_active,supplier_id,cost_price,retail_price,category,launch_date
SKU0210,Acetate Square 210,wayfarer,stainless_steel,brown,mid,unisex,AW23,True,SUP016,60.55,135.06,sunglasses,2023-04-16
SKU0211,Tr90 Oval 211,oversized,aluminium,gold,premium,unisex,SS23,False,SUP013,67.22,268.01,optical,2022-09-04
SKU0212,Acetate Oversized 212,round,tr90,rose_gold,mid,men,SS24,True,SUP010,58.13,229.46,optical,2022-02-27
SKU0213,Tr90 Oval 213,round,acetate,brown,budget,unisex,AW23,True,SUP004,24.18,53.89,sunglasses,2023-03-26
SKU0214,Stainless_Steel Oversized 214,oversized,acetate,rose_gold,premium,women,SS24,True,SUP024,117.47,320.15,sunglasses,2022-02-13
SKU0215,Tr90 Wayfarer 215,rectangle,titanium,silver,premium,unisex,AW23,True,SUP017,91.85,333.53,sunglasses,2022-07-17
SKU0216,Aluminium Oval 216,round,aluminium,black,premium,men,AW23,False,SUP008,125.94,293.25,optical,2022-01-02
SKU0217,Titanium Rectangle 217,aviator,titanium,rose_gold,budget,unisex,AW23,False,SUP011,30.66,71.97,sunglasses,2022-03-13
SKU0218,Stainless_Steel Rectangle 218,cat_eye,aluminium,clear,budget,unisex,SS23,True,SUP019,36.43,101.99,optical,2023-01-15
SKU0219,Aluminium Oversized 219,oversized,wood,brown,luxury,unisex,SS24,True,SUP018,191.03,510.28,optical,2024-01-21
SKU0220,Titanium Oversized 220,cat_eye,aluminium,clear,mid,unisex,SS23,True,SUP012,69.31,227.53,optical,2023-11-12
SKU0221,Stainless_Steel Square 221,square,wood,tortoise,mid,women,SS24,True,SUP008,60.18,231.35,sunglasses,2022-03-27
SKU0222,Wood Cat Eye 222,round,titanium,black,mid,women,AW24,False,SUP017,62.12,168.39,optical,2022-01-30
SKU0223,Stainless_Steel Cat Eye 223,oval,wood,navy,premium,women,AW24,False,SUP017,89.1,288.4,optical,2022-10-23
SKU0224,Aluminium Cat Eye 224,oval,titanium,tortoise,luxury,unisex,AW23,True,SUP015,352.33,920.59,sunglasses,2023-07-30
SKU0225,Titanium Round 225,rectangle,titanium,navy,budget,women,AW23,True,SUP002,24.36,58.38,optical,2023-10-22
SKU0226,Titanium Cat Eye 226,oval,titanium,red,luxury,men,AW24,True,SUP012,191.6,755.44,sunglasses,2023-12-24
SKU0227,Acetate Aviator 227,rectangle,acetate,silver,budget,unisex,AW23,True,SUP016,43.22,117.09,optical,2022-10-30
SKU0228,Wood Aviator 228,cat_eye,acetate,navy,mid,unisex,AW23,True,SUP024,73.89,249.41,sunglasses,2022-05-29
SKU0229,Tr90 Oval 229,square,titanium,brown,mid,men,AW24,True,SUP014,93.61,220.37,sunglasses,2022-01-23
SKU0230,Wood Cat Eye 230,oval,acetate,tortoise,budget,men,AW24,False,SUP009,21.58,71.77,sunglasses,2022-05-08
SKU0231,Titanium Oversized 231,oval,stainless_steel,clear,budget,unisex,AW24,True,SUP014,36.52,98.14,sunglasses,2022-02-27
SKU0232,Aluminium Rectangle 232,wayfarer,acetate,gold,mid,women,SS23,True,SUP005,76.36,211.7,sunglasses,2024-01-28
SKU0233,Acetate Aviator 233,square,acetate,clear,luxury,women,AW24,True,SUP003,254.0,771.49,optical,2022-08-21
SKU0234,Titanium Wayfarer 234,aviator,aluminium,brown,mid,men,SS23,True,SUP017,78.38,203.32,sunglasses,2023-12-24
SKU0235,Aluminium Wayfarer 235,rectangle,acetate,tortoise,luxury,women,SS24,False,SUP025,200.54,507.51,sunglasses,2023-04-30
SKU0236,Titanium Oversized 236,rectangle,acetate,green,premium,women,AW24,True,SUP022,109.84,302.26,optical,2023-04-16
SKU0237,Wood Wayfarer 237,round,acetate,tortoise,mid,women,SS24,False,SUP015,75.62,188.26,optical,2023-02-05
SKU0238,Stainless_Steel Rectangle 238,oversized,acetate,navy,premium,unisex,AW24,False,SUP002,129.96,290.94,sunglasses,2023-12-24
SKU0239,Tr90 Oversized 239,oversized,tr90,red,budget,women,AW23,True,SUP025,20.57,61.61,optical,2022-02-06
SKU0240,Aluminium Oversized 240,aviator,wood,red,budget,men,AW23,True,SUP012,38.31,108.54,sunglasses,2022-03-20
SKU0241,Acetate Wayfarer 241,wayfarer,wood,clear,premium,women,AW23,False,SUP008,125.56,497.28,optical,2023-01-08
SKU0242,Tr90 Aviator 242,wayfarer,tr90,rose_gold,premium,women,AW23,True,SUP023,159.18,388.99,sunglasses,2022-12-11
SKU0243,Stainless_Steel Wayfarer 243,oversized,acetate,navy,budget,unisex,SS24,True,SUP019,38.5,108.73,optical,2023-04-23
SKU0244,Aluminium Aviator 244,rectangle,wood,silver,mid,men,AW23,False,SUP019,82.48,248.74,optical,2023-10-08
SKU0245,Acetate Wayfarer 245,square,acetate,red,mid,unisex,SS24,False,SUP007,37.21,138.41,optical,2023-06-04
SKU0246,Acetate Rectangle 246,oval,tr90,rose_gold,premium,unisex,AW23,True,SUP025,154.94,362.06,optical,2022-08-14
SKU0247,Stainless_Steel Oversized 247,oval,stainless_steel,green,mid,men,AW23,True,SUP012,56.27,171.03,optical,2022-10-16
SKU0248,Titanium Rectangle 248,aviator,aluminium,silver,mid,women,SS23,True,SUP014,50.41,130.41,sunglasses,2023-10-22
SKU0249,Tr90 Square 249,wayfarer,titanium,green,mid,women,SS24,False,SUP019,61.07,218.19,optical,2022-06-26
SKU0250,Wood Wayfarer 250,cat_eye,tr90,gold,mid,men,AW24,True,SUP017,78.02,176.39,optical,2023-03-19
SKU0251,Tr90 Oval 251,round,stainless_steel,green,premium,unisex,AW24,True,SUP005,104.94,367.33,optical,2023-04-16
SKU0252,Aluminium Rectangle 252,square,tr90,black,premium,men,AW23,True,SUP008,83.4,287.67,sunglasses,2023-10-22
SKU0253,Tr90 Oval 253,wayfarer,aluminium,tortoise,mid,women,AW23,False,SUP010,60.54,143.52,sunglasses,2023-09-24
SKU0254,Tr90 Oversized 254,round,wood,silver,budget,women,SS24,False,SUP024,49.09,113.5,optical,2023-02-12
SKU0255,Acetate Round 255,wayfarer,stainless_steel,rose_gold,budget,unisex,SS24,True,SUP018,15.54,53.13,sunglasses,2022-09-25
SKU0256,Acetate Aviator 256,wayfarer,stainless_steel,green,premium,unisex,SS23,True,SUP010,106.01,308.21,sunglasses,2022-11-20
SKU0257,Stainless_Steel Wayfarer 257,wayfarer,wood,silver,premium,women,SS24,False,SUP019,128.14,323.01,sunglasses,2022-12-25
SKU0258,Stainless_Steel Cat Eye 258,wayfarer,stainless_steel,black,budget,unisex,SS23,False,SUP019,35.89,84.31,optical,2022-07-10
SKU0259,Tr90 Oversized 259,rectangle,titanium,silver,budget,unisex,SS23,True,SUP010,29.67,91.05,sunglasses,2023-07-02
SKU0260,Aluminium Cat Eye 260,cat_eye,stainless_steel,rose_gold,mid,unisex,SS24,True,SUP011,65.07,184.13,sunglasses,2022-07-03
SKU0261,Titanium Oval 261,cat_eye,acetate,navy,budget,men,SS23,True,SUP023,22.26,55.89,sunglasses,2023-07-23
SKU0262,Acetate Rectangle 262,cat_eye,titanium,brown,premium,men,AW23,True,SUP015,123.19,310.92,optical,2023-10-22
SKU0263,Stainless_Steel Wayfarer 263,square,stainless_steel,gold,mid,men,SS24,True,SUP004,93.38,229.67,optical,2024-04-28
SKU0264,Tr90 Round 264,oval,wood,brown,budget,unisex,SS24,True,SUP018,34.44,94.63,sunglasses,2022-04-10
SKU0265,Titanium Square 265,rectangle,wood,brown,luxury,women,AW23,True,SUP015,258.57,954.4,sunglasses,2023-10-29
SKU0266,Titanium Square 266,square,titanium,green,budget,women,SS23,False,SUP013,41.75,96.91,optical,2022-03-13
SKU0267,Acetate Cat Eye 267,square,stainless_steel,navy,budget,men,AW24,True,SUP019,43.75,103.4,sunglasses,2022-10-23
SKU0268,Wood Wayfarer 268,square,acetate,clear,budget,unisex,AW24,True,SUP023,22.15,54.07,optical,2022-06-05
SKU0269,Wood Square 269,wayfarer,wood,gold,budget,men,AW24,True,SUP009,20.43,75.66,sunglasses,2022-05-22
SKU0270,Aluminium Wayfarer 270,oversized,titanium,green,budget,women,SS24,True,SUP011,25.53,87.77,optical,2022-06-05
SKU0271,Wood Oversized 271,wayfarer,wood,black,budget,men,AW23,True,SUP005,29.38,73.69,sunglasses,2022-02-06
SKU0272,Wood Wayfarer 272,cat_eye,aluminium,tortoise,budget,unisex,AW24,True,SUP017,27.78,109.11,optical,2023-12-24
SKU0273,Wood Aviator 273,square,wood,clear,budget,men,AW23,True,SUP011,37.35,83.78,sunglasses,2022-02-20
SKU0274,Tr90 Cat Eye 274,cat_eye,titanium,rose_gold,mid,men,SS23,True,SUP009,71.57,219.92,optical,2022-12-18
SKU0275,Tr90 Rectangle 275,wayfarer,aluminium,brown,premium,men,AW24,False,SUP018,182.36,463.0,optical,2023-09-10
SKU0276,Acetate Rectangle 276,oversized,wood,brown,mid,men,AW23,True,SUP011,79.36,185.62,optical,2024-05-19
SKU0277,Aluminium Cat Eye 277,aviator,tr90,brown,mid,unisex,AW24,False,SUP012,78.36,238.24,sunglasses,2024-01-21
SKU0278,Titanium Oversized 278,wayfarer,aluminium,gold,mid,women,AW23,False,SUP012,61.61,196.33,sunglasses,2022-05-01
SKU0279,Acetate Cat Eye 279,oversized,aluminium,tortoise,premium,men,AW24,False,SUP007,171.96,462.57,optical,2024-05-19
SKU0280,Tr90 Cat Eye 280,square,acetate,black,premium,men,SS24,True,SUP004,122.73,335.15,optical,2023-07-30
SKU0281,Aluminium Cat Eye 281,aviator,aluminium,clear,budget,men,AW23,True,SUP021,28.18,84.92,sunglasses,2022-06-05
SKU0282,Aluminium Aviator 282,oval,wood,gold,budget,men,AW23,True,SUP003,32.29,87.2,sunglasses,2023-01-29
SKU0283,Wood Rectangle 283,oversized,titanium,navy,budget,unisex,AW24,True,SUP009,25.07,57.35,sunglasses,2024-03-17
SKU0284,Titanium Wayfarer 284,aviator,titanium,rose_gold,budget,women,SS23,True,SUP017,26.76,77.9,optical,2022-12-11
SKU0285,Wood Square 285,cat_eye,wood,tortoise,mid,unisex,AW23,False,SUP004,69.23,239.25,optical,2022-06-12
SKU0286,Tr90 Aviator 286,cat_eye,titanium,rose_gold,mid,men,AW23,True,SUP017,65.74,202.01,optical,2024-02-11
SKU0287,Tr90 Oversized 287,wayfarer,stainless_steel,black,budget,unisex,SS24,False,SUP019,20.53,62.43,optical,2024-04-21
SKU0288,Acetate Cat Eye 288,wayfarer,wood,tortoise,mid,unisex,AW23,True,SUP017,45.31,164.05,sunglasses,2024-05-05
SKU0289,Stainless_Steel Oversized 289,wayfarer,tr90,tortoise,mid,unisex,SS24,True,SUP008,40.95,144.91,sunglasses,2024-04-21
SKU0290,Titanium Cat Eye 290,wayfarer,aluminium,clear,budget,women,AW23,True,SUP001,20.02,51.74,sunglasses,2024-02-04
SKU0291,Wood Aviator 291,cat_eye,acetate,navy,premium,men,SS23,True,SUP023,153.18,481.87,optical,2023-02-05
SKU0292,Wood Oval 292,cat_eye,titanium,red,budget,men,SS23,True,SUP009,35.88,81.37,sunglasses,2022-06-19
SKU0293,Wood Square 293,wayfarer,aluminium,rose_gold,luxury,women,SS24,True,SUP021,213.66,715.27,sunglasses,2023-06-25
SKU0294,Wood Oval 294,round,tr90,gold,budget,unisex,AW23,True,SUP005,24.79,91.89,sunglasses,2022-07-10
SKU0295,Aluminium Cat Eye 295,wayfarer,titanium,brown,premium,men,AW23,True,SUP005,100.91,251.83,sunglasses,2023-02-19
SKU0296,Stainless_Steel Square 296,oval,titanium,red,luxury,men,SS24,True,SUP020,296.05,694.62,optical,2023-07-30
SKU0297,Titanium Oval 297,wayfarer,stainless_steel,navy,luxury,men,AW23,False,SUP024,303.21,992.12,sunglasses,2024-04-14
SKU0298,Wood Square 298,oversized,tr90,black,premium,unisex,AW23,True,SUP022,118.62,408.44,sunglasses,2022-09-11
SKU0299,Titanium Round 299,rectangle,titanium,silver,premium,women,SS23,True,SUP019,142.27,495.45,optical,2022-08-07
SKU0300,Stainless_Steel Square 300,oval,tr90,red,mid,unisex,AW23,True,SUP007,71.11,200.65,sunglasses,2023-10-08
